frame,kelas_salon,split,name_zip
400,keriting,train,Figaro-1k/Original/Training/Frame00400-org.jpg
401,keriting,train,Figaro-1k/Original/Testing/Frame00401-org.jpg
402,keriting,train,Figaro-1k/Original/Training/Frame00402-org.jpg
403,keriting,train,Figaro-1k/Original/Training/Frame00403-org.jpg
404,keriting,train,Figaro-1k/Original/Testing/Frame00404-org.jpg
405,keriting,train,Figaro-1k/Original/Training/Frame00405-org.jpg
406,keriting,train,Figaro-1k/Original/Training/Frame00406-org.jpg
407,keriting,train,Figaro-1k/Original/Training/Frame00407-org.jpg
408,keriting,train,Figaro-1k/Original/Testing/Frame00408-org.jpg
409,keriting,train,Figaro-1k/Original/Testing/Frame00409-org.jpg
410,keriting,train,Figaro-1k/Original/Training/Frame00410-org.jpg
411,keriting,train,Figaro-1k/Original/Training/Frame00411-org.jpg
412,keriting,train,Figaro-1k/Original/Training/Frame00412-org.jpg
413,keriting,train,Figaro-1k/Original/Training/Frame00413-org.jpg
414,keriting,train,Figaro-1k/Original/Training/Frame00414-org.jpg
415,keriting,train,Figaro-1k/Original/Training/Frame00415-org.jpg
416,keriting,train,Figaro-1k/Original/Testing/Frame00416-org.jpg
417,keriting,train,Figaro-1k/Original/Training/Frame00417-org.jpg
418,keriting,train,Figaro-1k/Original/Training/Frame00418-org.jpg
419,keriting,train,Figaro-1k/Original/Training/Frame00419-org.jpg
420,keriting,train,Figaro-1k/Original/Training/Frame00420-org.jpg
421,keriting,val,Figaro-1k/Original/Training/Frame00421-org.jpg
422,keriting,val,Figaro-1k/Original/Training/Frame00422-org.jpg
423,keriting,val,Figaro-1k/Original/Training/Frame00423-org.jpg
424,keriting,val,Figaro-1k/Original/Training/Frame00424-org.jpg
425,keriting,val,Figaro-1k/Original/Training/Frame00425-org.jpg
426,keriting,val,Figaro-1k/Original/Training/Frame00426-org.jpg
427,keriting,val,Figaro-1k/Original/Training/Frame00427-org.jpg
428,keriting,val,Figaro-1k/Original/Training/Frame00428-org.jpg
429,keriting,val,Figaro-1k/Original/Training/Frame00429-org.jpg
430,keriting,val,Figaro-1k/Original/Training/Frame00430-org.jpg
431,keriting,val,Figaro-1k/Original/Testing/Frame00431-org.jpg
432,keriting,val,Figaro-1k/Original/Testing/Frame00432-org.jpg
433,keriting,val,Figaro-1k/Original/Testing/Frame00433-org.jpg
434,keriting,val,Figaro-1k/Original/Training/Frame00434-org.jpg
435,keriting,val,Figaro-1k/Original/Testing/Frame00435-org.jpg
436,keriting,val,Figaro-1k/Original/Training/Frame00436-org.jpg
437,keriting,val,Figaro-1k/Original/Training/Frame00437-org.jpg
438,keriting,val,Figaro-1k/Original/Training/Frame00438-org.jpg
439,keriting,val,Figaro-1k/Original/Training/Frame00439-org.jpg
440,keriting,val,Figaro-1k/Original/Training/Frame00440-org.jpg
441,keriting,val,Figaro-1k/Original/Training/Frame00441-org.jpg
442,keriting,val,Figaro-1k/Original/Testing/Frame00442-org.jpg
443,keriting,val,Figaro-1k/Original/Training/Frame00443-org.jpg
444,keriting,val,Figaro-1k/Original/Training/Frame00444-org.jpg
445,keriting,val,Figaro-1k/Original/Training/Frame00445-org.jpg
446,keriting,val,Figaro-1k/Original/Training/Frame00446-org.jpg
447,keriting,val,Figaro-1k/Original/Training/Frame00447-org.jpg
448,keriting,val,Figaro-1k/Original/Training/Frame00448-org.jpg
449,keriting,val,Figaro-1k/Original/Training/Frame00449-org.jpg
450,keriting,val,Figaro-1k/Original/Testing/Frame00450-org.jpg
451,sangat-keriting,train,Figaro-1k/Original/Training/Frame00451-org.jpg
452,sangat-keriting,train,Figaro-1k/Original/Training/Frame00452-org.jpg
453,sangat-keriting,train,Figaro-1k/Original/Training/Frame00453-org.jpg
454,sangat-keriting,train,Figaro-1k/Original/Testing/Frame00454-org.jpg
455,sangat-keriting,train,Figaro-1k/Original/Training/Frame00455-org.jpg
456,sangat-keriting,train,Figaro-1k/Original/Training/Frame00456-org.jpg
457,sangat-keriting,train,Figaro-1k/Original/Testing/Frame00457-org.jpg
458,sangat-keriting,train,Figaro-1k/Original/Testing/Frame00458-org.jpg
459,sangat-keriting,train,Figaro-1k/Original/Testing/Frame00459-org.jpg
460,sangat-keriting,train,Figaro-1k/Original/Training/Frame00460-org.jpg
461,sangat-keriting,train,Figaro-1k/Original/Training/Frame00461-org.jpg
462,sangat-keriting,train,Figaro-1k/Original/Training/Frame00462-org.jpg
463,sangat-keriting,train,Figaro-1k/Original/Testing/Frame00463-org.jpg
464,sangat-keriting,train,Figaro-1k/Original/Training/Frame00464-org.jpg
465,sangat-keriting,train,Figaro-1k/Original/Training/Frame00465-org.jpg
466,sangat-keriting,train,Figaro-1k/Original/Training/Frame00466-org.jpg
467,sangat-keriting,train,Figaro-1k/Original/Training/Frame00467-org.jpg
468,sangat-keriting,train,Figaro-1k/Original/Training/Frame00468-org.jpg
469,sangat-keriting,train,Figaro-1k/Original/Testing/Frame00469-org.jpg
470,sangat-keriting,train,Figaro-1k/Original/Training/Frame00470-org.jpg
471,sangat-keriting,train,Figaro-1k/Original/Testing/Frame00471-org.jpg
472,sangat-keriting,train,Figaro-1k/Original/Training/Frame00472-org.jpg
473,sangat-keriting,train,Figaro-1k/Original/Training/Frame00473-org.jpg
474,sangat-keriting,train,Figaro-1k/Original/Training/Frame00474-org.jpg
475,sangat-keriting,train,Figaro-1k/Original/Training/Frame00475-org.jpg
476,sangat-keriting,train,Figaro-1k/Original/Training/Frame00476-org.jpg
477,sangat-keriting,train,Figaro-1k/Original/Training/Frame00477-org.jpg
478,sangat-keriting,train,Figaro-1k/Original/Training/Frame00478-org.jpg
479,sangat-keriting,train,Figaro-1k/Original/Training/Frame00479-org.jpg
480,sangat-keriting,train,Figaro-1k/Original/Training/Frame00480-org.jpg
481,sangat-keriting,train,Figaro-1k/Original/Training/Frame00481-org.jpg
482,sangat-keriting,train,Figaro-1k/Original/Training/Frame00482-org.jpg
483,sangat-keriting,train,Figaro-1k/Original/Testing/Frame00483-org.jpg
484,sangat-keriting,train,Figaro-1k/Original/Training/Frame00484-org.jpg
485,sangat-keriting,train,Figaro-1k/Original/Training/Frame00485-org.jpg
486,sangat-keriting,train,Figaro-1k/Original/Training/Frame00486-org.jpg
487,sangat-keriting,train,Figaro-1k/Original/Training/Frame00487-org.jpg
488,sangat-keriting,train,Figaro-1k/Original/Training/Frame00488-org.jpg
489,sangat-keriting,train,Figaro-1k/Original/Training/Frame00489-org.jpg
490,sangat-keriting,train,Figaro-1k/Original/Training/Frame00490-org.jpg
491,sangat-keriting,train,Figaro-1k/Original/Testing/Frame00491-org.jpg
492,sangat-keriting,train,Figaro-1k/Original/Training/Frame00492-org.jpg
493,sangat-keriting,train,Figaro-1k/Original/Training/Frame00493-org.jpg
494,sangat-keriting,train,Figaro-1k/Original/Training/Frame00494-org.jpg
495,sangat-keriting,train,Figaro-1k/Original/Training/Frame00495-org.jpg
496,sangat-keriting,train,Figaro-1k/Original/Training/Frame00496-org.jpg
497,sangat-keriting,train,Figaro-1k/Original/Training/Frame00497-org.jpg
498,sangat-keriting,train,Figaro-1k/Original/Testing/Frame00498-org.jpg
499,sangat-keriting,train,Figaro-1k/Original/Training/Frame00499-org.jpg
500,sangat-keriting,train,Figaro-1k/Original/Training/Frame00500-org.jpg
501,sangat-keriting,train,Figaro-1k/Original/Training/Frame00501-org.jpg
502,sangat-keriting,train,Figaro-1k/Original/Training/Frame00502-org.jpg
503,sangat-keriting,train,Figaro-1k/Original/Testing/Frame00503-org.jpg
504,sangat-keriting,train,Figaro-1k/Original/Training/Frame00504-org.jpg
505,sangat-keriting,train,Figaro-1k/Original/Training/Frame00505-org.jpg
506,sangat-keriting,train,Figaro-1k/Original/Training/Frame00506-org.jpg
507,sangat-keriting,train,Figaro-1k/Original/Training/Frame00507-org.jpg
508,sangat-keriting,train,Figaro-1k/Original/Training/Frame00508-org.jpg
509,sangat-keriting,train,Figaro-1k/Original/Training/Frame00509-org.jpg
510,sangat-keriting,train,Figaro-1k/Original/Training/Frame00510-org.jpg
511,sangat-keriting,train,Figaro-1k/Original/Training/Frame00511-org.jpg
512,sangat-keriting,train,Figaro-1k/Original/Testing/Frame00512-org.jpg
513,sangat-keriting,train,Figaro-1k/Original/Training/Frame00513-org.jpg
514,sangat-keriting,train,Figaro-1k/Original/Training/Frame00514-org.jpg
515,sangat-keriting,train,Figaro-1k/Original/Training/Frame00515-org.jpg
516,sangat-keriting,train,Figaro-1k/Original/Training/Frame00516-org.jpg
517,sangat-keriting,train,Figaro-1k/Original/Training/Frame00517-org.jpg
518,sangat-keriting,train,Figaro-1k/Original/Testing/Frame00518-org.jpg
519,sangat-keriting,train,Figaro-1k/Original/Training/Frame00519-org.jpg
520,sangat-keriting,train,Figaro-1k/Original/Testing/Frame00520-org.jpg
521,sangat-keriting,train,Figaro-1k/Original/Training/Frame00521-org.jpg
522,sangat-keriting,train,Figaro-1k/Original/Training/Frame00522-org.jpg
523,sangat-keriting,train,Figaro-1k/Original/Testing/Frame00523-org.jpg
524,sangat-keriting,train,Figaro-1k/Original/Testing/Frame00524-org.jpg
525,sangat-keriting,train,Figaro-1k/Original/Training/Frame00525-org.jpg
526,sangat-keriting,train,Figaro-1k/Original/Testing/Frame00526-org.jpg
527,sangat-keriting,train,Figaro-1k/Original/Training/Frame00527-org.jpg
528,sangat-keriting,train,Figaro-1k/Original/Training/Frame00528-org.jpg
529,sangat-keriting,train,Figaro-1k/Original/Training/Frame00529-org.jpg
530,sangat-keriting,train,Figaro-1k/Original/Training/Frame00530-org.jpg
531,sangat-keriting,train,Figaro-1k/Original/Testing/Frame00531-org.jpg
532,sangat-keriting,train,Figaro-1k/Original/Training/Frame00532-org.jpg
533,sangat-keriting,train,Figaro-1k/Original/Training/Frame00533-org.jpg
534,sangat-keriting,train,Figaro-1k/Original/Testing/Frame00534-org.jpg
535,sangat-keriting,train,Figaro-1k/Original/Training/Frame00535-org.jpg
536,sangat-keriting,train,Figaro-1k/Original/Training/Frame00536-org.jpg
537,sangat-keriting,train,Figaro-1k/Original/Training/Frame00537-org.jpg
538,sangat-keriting,train,Figaro-1k/Original/Training/Frame00538-org.jpg
539,sangat-keriting,train,Figaro-1k/Original/Training/Frame00539-org.jpg
540,sangat-keriting,train,Figaro-1k/Original/Training/Frame00540-org.jpg
541,sangat-keriting,train,Figaro-1k/Original/Training/Frame00541-org.jpg
542,sangat-keriting,train,Figaro-1k/Original/Training/Frame00542-org.jpg
543,sangat-keriting,train,Figaro-1k/Original/Training/Frame00543-org.jpg
544,sangat-keriting,train,Figaro-1k/Original/Training/Frame00544-org.jpg
545,sangat-keriting,train,Figaro-1k/Original/Training/Frame00545-org.jpg
546,sangat-keriting,train,Figaro-1k/Original/Training/Frame00546-org.jpg
547,sangat-keriting,train,Figaro-1k/Original/Training/Frame00547-org.jpg
548,sangat-keriting,train,Figaro-1k/Original/Training/Frame00548-org.jpg
549,sangat-keriting,train,Figaro-1k/Original/Training/Frame00549-org.jpg
550,sangat-keriting,train,Figaro-1k/Original/Training/Frame00550-org.jpg
551,sangat-keriting,train,Figaro-1k/Original/Testing/Frame00551-org.jpg
552,sangat-keriting,train,Figaro-1k/Original/Training/Frame00552-org.jpg
553,sangat-keriting,train,Figaro-1k/Original/Training/Frame00553-org.jpg
554,sangat-keriting,train,Figaro-1k/Original/Training/Frame00554-org.jpg
555,sangat-keriting,train,Figaro-1k/Original/Training/Frame00555-org.jpg
556,sangat-keriting,train,Figaro-1k/Original/Training/Frame00556-org.jpg
557,sangat-keriting,train,Figaro-1k/Original/Training/Frame00557-org.jpg
558,sangat-keriting,train,Figaro-1k/Original/Testing/Frame00558-org.jpg
559,sangat-keriting,train,Figaro-1k/Original/Testing/Frame00559-org.jpg
560,sangat-keriting,train,Figaro-1k/Original/Training/Frame00560-org.jpg
561,sangat-keriting,train,Figaro-1k/Original/Training/Frame00561-org.jpg
562,sangat-keriting,train,Figaro-1k/Original/Training/Frame00562-org.jpg
563,sangat-keriting,train,Figaro-1k/Original/Testing/Frame00563-org.jpg
564,sangat-keriting,train,Figaro-1k/Original/Training/Frame00564-org.jpg
565,sangat-keriting,train,Figaro-1k/Original/Training/Frame00565-org.jpg
566,sangat-keriting,train,Figaro-1k/Original/Training/Frame00566-org.jpg
567,sangat-keriting,train,Figaro-1k/Original/Training/Frame00567-org.jpg
568,sangat-keriting,train,Figaro-1k/Original/Training/Frame00568-org.jpg
569,sangat-keriting,train,Figaro-1k/Original/Training/Frame00569-org.jpg
570,sangat-keriting,train,Figaro-1k/Original/Training/Frame00570-org.jpg
571,sangat-keriting,val,Figaro-1k/Original/Training/Frame00571-org.jpg
572,sangat-keriting,val,Figaro-1k/Original/Training/Frame00572-org.jpg
573,sangat-keriting,val,Figaro-1k/Original/Training/Frame00573-org.jpg
574,sangat-keriting,val,Figaro-1k/Original/Training/Frame00574-org.jpg
575,sangat-keriting,val,Figaro-1k/Original/Training/Frame00575-org.jpg
576,sangat-keriting,val,Figaro-1k/Original/Training/Frame00576-org.jpg
577,sangat-keriting,val,Figaro-1k/Original/Training/Frame00577-org.jpg
578,sangat-keriting,val,Figaro-1k/Original/Training/Frame00578-org.jpg
579,sangat-keriting,val,Figaro-1k/Original/Testing/Frame00579-org.jpg
580,sangat-keriting,val,Figaro-1k/Original/Training/Frame00580-org.jpg
581,sangat-keriting,val,Figaro-1k/Original/Training/Frame00581-org.jpg
582,sangat-keriting,val,Figaro-1k/Original/Training/Frame00582-org.jpg
583,sangat-keriting,val,Figaro-1k/Original/Testing/Frame00583-org.jpg
584,sangat-keriting,val,Figaro-1k/Original/Testing/Frame00584-org.jpg
585,sangat-keriting,val,Figaro-1k/Original/Training/Frame00585-org.jpg
586,sangat-keriting,val,Figaro-1k/Original/Training/Frame00586-org.jpg
587,sangat-keriting,val,Figaro-1k/Original/Testing/Frame00587-org.jpg
588,sangat-keriting,val,Figaro-1k/Original/Training/Frame00588-org.jpg
589,sangat-keriting,val,Figaro-1k/Original/Training/Frame00589-org.jpg
590,sangat-keriting,val,Figaro-1k/Original/Training/Frame00590-org.jpg
591,sangat-keriting,val,Figaro-1k/Original/Training/Frame00591-org.jpg
592,sangat-keriting,val,Figaro-1k/Original/Training/Frame00592-org.jpg
593,sangat-keriting,val,Figaro-1k/Original/Training/Frame00593-org.jpg
594,sangat-keriting,val,Figaro-1k/Original/Testing/Frame00594-org.jpg
595,sangat-keriting,val,Figaro-1k/Original/Training/Frame00595-org.jpg
596,sangat-keriting,val,Figaro-1k/Original/Testing/Frame00596-org.jpg
597,sangat-keriting,val,Figaro-1k/Original/Training/Frame00597-org.jpg
598,sangat-keriting,val,Figaro-1k/Original/Training/Frame00598-org.jpg
599,sangat-keriting,val,Figaro-1k/Original/Testing/Frame00599-org.jpg
600,sangat-keriting,val,Figaro-1k/Original/Training/Frame00600-org.jpg
